cluster_id,centroid_x,centroid_y,n_transcripts,n_genes_unique,radius_um,top_genes,inferred_type,marker_confidence,nuclear_score,nearest_cell_dist
691,6265.7,4466.6,1097,177,47.0,"TMSB10(50), HSPA8(47), KIF5A(43), YWHAH(33), CAMK2N1(32)",Oligodendrocyte,0.019,0.4388,35.2
692,6426.5,4465.6,76,46,13.6,"MBP(6), A2M(3), CNP(3), HSPA8(3), KIF1A(3)",Oligodendrocyte,0.132,0.496,15.0
693,6368.3,4707.1,366,123,37.9,"CAMK2N1(15), NORAD(15), KIF5A(14), CCNI(13), KIF1A(13)",Oligodendrocyte,0.033,0.4385,18.5
694,6384.6,4742.8,102,66,19.8,"CCNI(7), KIF1A(5), KIF5A(5), YWHAH(5), ABCG2(4)",Oligodendrocyte,0.02,0.4627,11.7
695,6485.8,4688.3,1525,179,81.3,"KIF5A(92), CAMK2N1(76), MBP(61), CCNI(58), NORAD(52)",Oligodendrocyte,0.044,0.4292,28.8
696,6345.4,4524.9,789,161,45.6,"KIF5A(48), CAMK2N1(39), ENC1(30), MBP(28), MTURN(28)",Oligodendrocyte,0.039,0.4285,25.5
697,6347.4,4637.3,784,162,44.9,"KIF5A(40), CAMK2N1(39), HSPA8(35), MBP(26), ENC1(25)",Oligodendrocyte,0.04,0.4361,22.6
698,6433.8,4522.7,190,91,25.8,"KIF5A(15), HSPA8(10), VIM(7), CAMK2N1(6), CCNI(5)",Endothelial,0.037,0.4432,14.7
699,6324.2,4954.7,331,105,32.0,"KIF5A(22), MTURN(17), CAMK2N1(16), KIF1A(16), NEFL(15)",Oligodendrocyte,0.045,0.4296,34.4
700,6428.9,4797.4,595,137,40.3,"KIF5A(41), HSPA8(25), CAMK2N1(22), MBP(20), DKK3(19)",Oligodendrocyte,0.039,0.429,9.0
701,6413.6,4921.4,1280,188,76.8,"KIF5A(69), CAMK2N1(58), HSPA8(49), NEFL(47), YWHAH(47)",Oligodendrocyte,0.04,0.43,25.4
702,6299.0,5148.0,245,97,31.7,"MBP(14), CAMK2N1(12), DIRAS2(11), MTURN(9), NEFL(9)",Oligodendrocyte,0.061,0.4338,26.1
703,6290.0,5275.5,232,102,27.3,"CAMK2N1(12), MBP(12), NORAD(10), KIF5A(9), NEFL(9)",Oligodendrocyte,0.069,0.4512,14.9
704,6463.5,5417.4,577,144,56.0,"CAMK2N1(32), HSPA8(27), TMSB10(26), KIF5A(24), MBP(20)",Oligodendrocyte,0.038,0.4298,19.6
705,6445.9,5366.8,73,40,14.4,"HBA1(14), EPAS1(4), KIF5A(4), KIF1A(3), MBP(3)",Oligodendrocyte,0.041,0.4145,15.6
706,6322.9,5550.7,550,144,63.2,"KIF5A(32), MBP(27), CAMK2N1(25), MTURN(21), CCNI(19)",Oligodendrocyte,0.06,0.4449,17.3
707,6261.2,5625.6,131,78,20.0,"KIF5A(6), NEFL(6), MBP(5), ITM2A(4), KIF1A(4)",Oligodendrocyte,0.046,0.4512,17.4
708,6261.2,5555.7,56,31,12.9,"KIF5A(8), HSPA8(5), NEFL(5), CAMK2N1(3), LMO4(3)",Oligodendrocyte,0.054,0.42,32.4
709,6360.1,5565.8,43,33,11.6,"MTURN(4), MBP(3), A2M(2), CCNI(2), KIF5A(2)",Oligodendrocyte,0.093,0.4545,23.5
710,6426.7,5707.4,125,71,23.5,"KIF5A(20), MBP(7), CAMK2N1(5), GFAP(5), HSPA8(4)",Oligodendrocyte,0.088,0.4454,12.0
711,6338.4,5780.5,126,60,17.6,"NEFL(14), HSPA8(7), KIF5A(5), MBP(5), NEFM(5)",Oligodendrocyte,0.04,0.4276,10.9
712,6217.6,6024.6,1866,211,104.2,"CAMK2N1(105), KIF5A(100), MBP(72), MTURN(70), CCNI(65)",Oligodendrocyte,0.044,0.4281,3.5
713,6270.7,5901.7,195,101,30.7,"KIF5A(11), MBP(10), CAMK2N1(8), CCNI(6), KIF1A(6)",Oligodendrocyte,0.067,0.4539,14.8
714,6465.1,5959.0,792,164,54.1,"KIF5A(42), NEFL(27), HSPA8(26), CAMK2N1(25), YWHAH(24)",Oligodendrocyte,0.028,0.4322,22.2
715,6534.7,6210.3,1613,191,84.7,"KIF5A(80), CAMK2N1(63), NEFL(53), NEFM(53), CCNI(51)",Oligodendrocyte,0.04,0.4385,20.6
716,6403.1,6006.5,139,63,27.1,"KIF5A(14), MTURN(8), KIF1A(6), PCP4(6), CAMK2N1(5)",Oligodendrocyte,0.036,0.4194,21.8
717,6388.4,6124.9,103,63,19.8,"CNP(7), ANLN(5), CLDND1(5), PLAAT3(4), HLA-E(3)",Oligodendrocyte,0.029,0.5062,16.2
718,6422.4,6328.3,32,25,7.2,"A2M(3), ABCA2(3), CAMK2N1(2), MBP(2), TMSB10(2)",Oligodendrocyte,0.094,0.4752,10.9
719,6206.3,6471.6,1711,200,74.5,"KIF5A(102), CAMK2N1(81), TMSB10(64), CCNI(59), HSPA8(56)",Oligodendrocyte,0.037,0.4327,32.1
720,6251.0,6598.7,85,58,16.6,"HSPA8(4), MBP(4), MTURN(4), VIM(4), ABCG2(3)",Oligodendrocyte,0.059,0.4493,12.3
721,6676.1,6855.0,23348,286,347.7,"CAMK2N1(1207), KIF5A(1115), HSPA8(937), NEFL(825), YWHAH(749)",Oligodendrocyte,0.03,0.4411,20.7
722,6295.2,1740.4,72,46,16.3,"ENC1(5), CAMK2N1(4), HLA-E(4), ITM2A(3), NEFL(3)",GABAergic,0.014,0.4536,12.7
723,6273.8,1791.3,353,122,39.2,"CAMK2N1(18), VIM(15), HSPA8(14), ENC1(12), HLA-B(11)",Endothelial,0.017,0.4629,8.6
724,6349.4,1792.9,616,129,51.6,"CAMK2N1(61), ENC1(39), AK5(22), DKK3(22), NORAD(22)",GABAergic,0.019,0.4329,24.5
725,6306.3,2444.8,277,91,34.9,"CAMK2N1(31), KIF5A(16), ENC1(13), CCNI(9), HSPA8(9)",Oligodendrocyte,0.025,0.4235,14.2
726,6503.5,2544.2,278,104,33.2,"CAMK2N1(32), KIF5A(18), YWHAH(12), HSPA8(11), LMO4(10)",Oligodendrocyte,0.011,0.438,16.6
727,6584.8,2603.1,367,103,36.0,"CAMK2N1(39), KIF5A(21), CCNI(19), NORAD(15), ENC1(13)",Oligodendrocyte,0.016,0.424,29.2
728,6653.0,2551.4,196,89,34.7,"KIF5A(16), CAMK2N1(9), CCNI(9), KIF1A(8), NORAD(7)",Oligodendrocyte,0.02,0.4474,24.3
729,6685.1,2599.2,412,121,41.9,"KIF5A(30), CAMK2N1(27), ENC1(16), HSPA8(14), NEFM(13)",Oligodendrocyte,0.017,0.4311,29.5
730,6542.0,2763.7,834,147,58.4,"CAMK2N1(77), KIF5A(55), NEFL(40), HSPA8(30), ENC1(27)",GABAergic,0.022,0.4249,36.1
731,6728.4,2750.6,327,94,39.6,"CAMK2N1(26), YWHAH(18), ENC1(16), KIF5A(16), KIF1A(14)",Oligodendrocyte,0.012,0.4223,20.4
732,6620.4,2889.4,333,104,39.7,"KIF5A(22), CAMK2N1(18), NEFL(16), ENC1(15), CCNI(14)",Glutamatergic,0.018,0.4293,18.9
733,6541.1,2969.3,118,58,21.5,"CAMK2N1(13), KIF5A(7), LMO4(6), NORAD(6), KIF1A(5)",Oligodendrocyte,0.034,0.4377,18.4
734,6668.4,2970.2,199,92,29.2,"CAMK2N1(12), KIF5A(8), NTRK2(7), CCNI(6), ENC1(6)",Oligodendrocyte,0.025,0.4488,13.8
735,6682.8,2924.9,794,149,58.9,"CAMK2N1(50), HSPA8(35), YWHAH(34), ENC1(32), NEFL(32)",Oligodendrocyte,0.011,0.4289,26.1
736,6499.9,3101.0,37,28,8.7,"CAMK2N1(2), CCNI(2), KIF5A(2), NEFL(2), NORAD(2)",Unknown,0.0,0.4312,17.7
737,6571.0,3046.3,96,59,16.1,"CAMK2N1(10), CCNI(5), KIF5A(5), NEFL(4), ENC1(3)",Endothelial,0.021,0.4507,27.4
738,6667.5,3172.0,1599,178,84.9,"KIF5A(108), CAMK2N1(92), HSPA8(67), NEFM(67), NEFL(61)",Oligodendrocyte,0.019,0.426,18.9
739,6668.7,3382.8,1719,195,104.1,"CAMK2N1(138), KIF5A(125), NEFL(79), YWHAH(64), CCNI(60)",Oligodendrocyte,0.033,0.4249,15.0
740,6512.3,3401.9,490,136,44.0,"KIF5A(36), NEFL(34), CCNI(19), NORAD(19), CAMK2N1(18)",Oligodendrocyte,0.031,0.4328,28.1
741,6562.8,3283.3,201,85,27.2,"CAMK2N1(12), KIF5A(12), NEFL(10), AK5(8), CCNI(8)",Oligodendrocyte,0.025,0.4296,20.8
742,6644.0,3287.2,1200,176,58.6,"CAMK2N1(59), KIF5A(56), NEFM(52), NEFL(50), YWHAH(48)",Oligodendrocyte,0.02,0.431,11.5
743,6734.5,3379.2,45,32,12.4,"HLA-E(4), SLC2A1(4), VIM(3), HSPA8(2), ITM2A(2)",Oligodendrocyte,0.044,0.4674,13.5
744,6749.5,3459.8,62,39,13.8,"FLT1(4), A2M(3), ABCG2(3), CNP(3), TMSB10(3)",Endothelial,0.065,0.4861,14.6
745,6661.3,3422.7,405,124,35.0,"CAMK2N1(26), ENC1(18), KIF5A(15), LMO4(14), NEFL(14)",Oligodendrocyte,0.015,0.4421,6.0
746,6556.9,3694.8,182,70,23.6,"NEFL(18), KIF5A(14), MBP(12), NEFM(8), TMSB10(7)",Oligodendrocyte,0.066,0.4148,17.4
747,6553.0,4183.0,187,85,30.3,"KIF5A(18), CCNI(10), CAMK2N1(9), NEFL(8), ENC1(7)",Oligodendrocyte,0.037,0.4337,10.2
748,6635.5,4053.0,950,170,84.4,"KIF5A(66), CAMK2N1(53), CCNI(42), NEFL(39), HSPA8(34)",Oligodendrocyte,0.04,0.4317,19.3
749,6608.1,4160.3,119,60,18.7,"CAMK2N1(11), KIF5A(8), MBP(6), FGFR3(4), KIF1A(4)",Oligodendrocyte,0.05,0.4399,21.8
750,6761.1,4156.4,299,109,35.7,"CAMK2N1(28), NEFL(22), KIF5A(18), MBP(17), KIF1A(10)",Oligodendrocyte,0.06,0.43,27.0
751,6532.8,4464.6,597,138,38.6,"NEFM(28), KIF5A(26), HSPA8(23), ENC1(22), TMSB10(21)",Oligodendrocyte,0.008,0.4397,13.4
752,6568.2,4485.6,803,134,46.6,"HSPA8(37), KIF5A(34), TMSB10(32), CAMK2N1(29), YWHAH(29)",Oligodendrocyte,0.02,0.4365,27.7
753,6636.7,4783.9,72,50,14.1,"HLA-B(6), CD74(4), CX3CR1(3), VIM(3), A2M(2)",Microglia,0.069,0.5021,13.0
754,6690.0,4785.9,1187,178,48.6,"HSPA8(60), CAMK2N1(46), KIF5A(44), YWHAH(43), TMSB10(34)",Oligodendrocyte,0.023,0.4463,17.2
755,6675.9,4964.7,2187,214,109.2,"CAMK2N1(108), KIF5A(101), HSPA8(87), NEFL(81), CCNI(77)",Oligodendrocyte,0.038,0.4324,9.9
756,6705.2,4838.2,284,99,31.6,"KIF5A(26), MBP(19), CAMK2N1(17), CCNI(17), KIF1A(17)",Oligodendrocyte,0.077,0.4235,25.5
757,6636.2,5197.6,183,80,27.3,"HSPA8(13), KIF5A(13), CAMK2N1(11), NEFL(9), ENC1(6)",Oligodendrocyte,0.044,0.4318,22.1
758,6583.8,5262.6,85,54,18.3,"KIF5A(5), HSPA8(4), CAMK2N1(3), FGFR3(3), ITM2A(3)",Oligodendrocyte,0.035,0.4614,17.1
759,6783.0,5367.0,1658,191,79.7,"KIF5A(129), CAMK2N1(93), HSPA8(71), CCNI(63), MBP(57)",Oligodendrocyte,0.036,0.4249,16.7
760,6555.5,5531.5,189,85,23.9,"NEFM(11), CAMK2N1(10), KIF5A(10), NEFL(9), NORAD(7)",Oligodendrocyte,0.032,0.4347,16.6
761,6770.9,5555.9,766,157,65.4,"KIF5A(54), CAMK2N1(48), CCNI(32), MTURN(30), KIF1A(27)",Oligodendrocyte,0.035,0.4326,24.2
762,6623.0,5989.3,55,32,11.3,"KIF5A(8), CCNI(4), CAMK2N1(3), MBP(3), AK5(2)",Oligodendrocyte,0.055,0.4193,15.6
763,6631.5,5946.7,68,46,13.1,"KIF5A(4), MBP(4), A2M(3), CAMK2N1(3), EPAS1(3)",Oligodendrocyte,0.059,0.4437,27.7
764,6616.5,6072.9,101,56,18.7,"HSPA8(11), CAMK2N1(7), ENC1(5), TMSB10(5), NEFM(4)",Oligodendrocyte,0.02,0.4394,8.9
765,6522.8,6079.8,63,44,15.0,"NORAD(4), CCNI(3), CX3CR1(3), KIF5A(3), LAPTM5(3)",Microglia,0.063,0.4539,13.2
766,6556.6,6109.0,194,97,25.2,"MTURN(11), MBP(10), KIF5A(8), KIF1A(7), ENC1(6)",Oligodendrocyte,0.062,0.4622,26.1
767,6654.8,6038.2,379,124,42.8,"KIF5A(25), CCNI(19), TMSB10(19), MBP(13), MTURN(13)",Oligodendrocyte,0.045,0.4335,15.1
768,6688.9,6316.8,2683,206,144.9,"KIF5A(144), HSPA8(132), CAMK2N1(123), YWHAH(94), TMSB10(90)",Oligodendrocyte,0.034,0.4271,14.0
769,6659.8,6714.9,533,137,42.7,"KIF5A(47), MBP(19), CAMK2N1(17), CCNI(17), KIF1A(17)",Oligodendrocyte,0.041,0.434,18.4
770,6720.0,1589.6,31,29,9.4,"HLA-E(2), VIM(2), A2M(1), ABCG2(1), AKT1(1)",Microglia,0.032,0.4928,19.8
771,6657.5,1936.3,736,142,70.5,"CAMK2N1(82), ENC1(44), KIF5A(27), NORAD(24), YWHAH(23)",GABAergic,0.019,0.4318,28.9
772,6635.7,2152.3,172,76,23.0,"CAMK2N1(14), KIF5A(9), MTURN(8), YWHAH(7), NEFL(6)",Oligodendrocyte,0.012,0.4365,26.1
773,6554.4,2470.2,259,91,35.7,"CAMK2N1(28), CCNI(13), NEFL(12), KIF5A(9), YWHAH(9)",Astrocyte,0.008,0.4305,14.4
774,6670.5,2394.8,1064,176,91.8,"CAMK2N1(96), KIF5A(62), MTURN(33), NEFL(33), ENC1(32)",Oligodendrocyte,0.016,0.4314,12.4
775,6635.0,2490.8,431,127,42.5,"CAMK2N1(45), KIF5A(22), CCNI(14), YWHAH(14), NORAD(13)",Astrocyte,0.026,0.4373,19.0
776,6730.0,2358.5,1588,193,88.9,"CAMK2N1(172), KIF5A(80), CCNI(66), ENC1(57), NORAD(55)",GABAergic,0.015,0.4282,12.6
777,6928.1,2546.9,464,113,42.0,"CAMK2N1(43), KIF5A(32), CCNI(23), MTURN(21), KIF1A(20)",Astrocyte,0.019,0.4314,44.8
778,6982.7,2956.2,455,120,41.1,"CAMK2N1(32), KIF5A(31), HSPA8(22), CCNI(18), ENC1(17)",Oligodendrocyte,0.015,0.4221,15.1
779,6861.1,3231.7,581,140,47.2,"KIF5A(38), CAMK2N1(37), NEFL(21), CCNI(19), YWHAH(17)",Oligodendrocyte,0.022,0.439,21.2
780,6803.0,3407.8,612,140,55.9,"NEFL(41), CAMK2N1(39), KIF5A(34), CCNI(24), MTURN(23)",Oligodendrocyte,0.041,0.4283,22.7
781,6976.7,3413.9,513,129,44.0,"CAMK2N1(32), KIF5A(30), HSPA8(28), CCNI(19), KIF1A(16)",Oligodendrocyte,0.018,0.4339,5.8
782,6996.0,3257.5,1098,163,89.2,"CAMK2N1(85), KIF5A(79), NEFL(40), YWHAH(39), NEFM(37)",Oligodendrocyte,0.029,0.4266,24.0
783,6986.4,3500.6,742,152,64.5,"KIF5A(58), CAMK2N1(49), CCNI(27), NEFL(26), NEFM(26)",Oligodendrocyte,0.024,0.4263,21.4
784,6775.0,3607.6,1064,160,44.2,"KIF5A(69), CAMK2N1(55), NEFL(49), NEFM(44), HSPA8(43)",Oligodendrocyte,0.018,0.4272,12.4
785,6830.3,3677.1,212,78,29.1,"KIF5A(20), CAMK2N1(14), NEFL(14), NORAD(13), MBP(12)",Oligodendrocyte,0.061,0.4164,36.0
786,6957.4,3751.3,1362,184,75.0,"KIF5A(96), CAMK2N1(83), NEFL(57), CCNI(51), YWHAH(49)",Oligodendrocyte,0.028,0.4295,4.3
787,6786.6,3977.4,294,102,32.6,"CAMK2N1(27), KIF5A(23), NEFL(18), CCNI(13), HSPA8(11)",Oligodendrocyte,0.037,0.4263,25.9
788,6807.5,3844.8,79,52,13.9,"CAMK2N1(6), VIM(5), CCNI(4), EPAS1(3), GFAP(3)",Astrocyte,0.051,0.4654,18.7
789,6863.7,3760.3,1173,169,62.3,"KIF5A(80), CAMK2N1(69), NEFL(58), CCNI(39), HSPA8(36)",Oligodendrocyte,0.028,0.4239,36.0
790,6979.2,3852.9,936,174,80.9,"KIF5A(69), CAMK2N1(64), CCNI(46), NEFL(35), NEFM(33)",Oligodendrocyte,0.033,0.428,7.1
791,6752.1,4060.1,48,34,12.4,"C3(4), HSPA8(3), A2M(2), CAMK2N1(2), CNP(2)",Astrocyte,0.021,0.4613,15.2
792,6814.2,4051.6,60,39,11.7,"RNASE1(5), CNP(4), VIM(4), EPAS1(3), ABCG2(2)",Endothelial,0.067,0.5137,15.3
793,6861.2,4211.8,33,26,9.5,"KIF5A(4), C3(3), CCNI(2), MBP(2), A2M(1)",Microglia,0.061,0.4473,14.0
794,7053.1,4070.9,5812,256,184.7,"CAMK2N1(361), KIF5A(332), NEFL(241), CCNI(238), NEFM(185)",Oligodendrocyte,0.026,0.4306,9.5
795,6945.6,4190.9,166,74,29.6,"KIF5A(10), CCNI(9), CAMK2N1(7), NORAD(7), DKK3(6)",Oligodendrocyte,0.048,0.4426,27.2
796,6946.3,4234.5,37,26,9.4,"A2M(4), ABCG2(4), EPAS1(3), HLA-B(2), HLA-E(2)",GABAergic,0.027,0.4973,9.2
797,6936.2,4110.6,1147,167,68.5,"KIF5A(89), CAMK2N1(67), NEFL(51), CCNI(46), NEFM(45)",Oligodendrocyte,0.03,0.4256,31.0
798,6981.1,4308.2,547,144,38.9,"NEFL(31), KIF5A(27), CAMK2N1(24), NEFM(22), CCNI(18)",Oligodendrocyte,0.037,0.4369,24.6
799,6798.1,4432.9,415,114,38.0,"KIF5A(27), CAMK2N1(26), NEFM(20), NEFL(18), MBP(16)",Oligodendrocyte,0.053,0.4256,27.3
800,6832.1,4524.5,1474,199,73.2,"KIF5A(105), CAMK2N1(83), NEFL(78), MBP(64), CCNI(62)",Oligodendrocyte,0.052,0.4298,26.4
801,6805.8,4681.3,977,163,70.9,"CAMK2N1(61), KIF5A(58), HSPA8(51), MBP(41), NEFL(41)",Oligodendrocyte,0.056,0.4304,24.1
802,6848.6,4598.8,46,33,13.1,"HLA-E(4), EPAS1(3), HLA-B(2), HSPA8(2), MBP(2)",Oligodendrocyte,0.065,0.4938,11.0
803,6945.2,4566.5,1019,165,62.0,"KIF5A(60), CAMK2N1(52), NEFL(46), CCNI(44), NEFM(39)",Oligodendrocyte,0.04,0.4261,30.9
804,6916.6,4786.4,99,60,17.1,"A2M(7), CAMK2N1(5), MBP(5), C3(3), CNN3(3)",Oligodendrocyte,0.051,0.4678,15.0
805,6765.5,4950.9,380,114,42.6,"KIF5A(29), CAMK2N1(23), CCNI(20), TMSB10(17), HSPA8(15)",Oligodendrocyte,0.045,0.427,12.2
806,6865.9,4919.2,2582,210,87.2,"KIF5A(126), CAMK2N1(119), CCNI(117), NEFL(108), HSPA8(102)",Oligodendrocyte,0.024,0.429,8.3
807,6916.8,4950.0,47,26,12.7,"HLA-E(7), KIF5A(6), ABCG2(3), CAMK2N1(3), HLA-B(3)",Oligodendrocyte,0.021,0.4555,19.1
808,6916.1,5037.6,832,150,61.6,"CAMK2N1(36), KIF5A(36), HSPA8(35), CCNI(33), NEFM(32)",Oligodendrocyte,0.025,0.431,8.7
809,6842.0,5172.2,68,43,12.0,"CAMK2N1(5), HLA-E(4), KIF5A(4), A2M(3), CCNI(3)",Astrocyte,0.029,0.4639,18.8
810,6959.0,5369.1,63,42,14.5,"CNP(4), RNASE1(4), ABCA2(3), CAMK2N1(2), CLDND1(2)",Oligodendrocyte,0.048,0.498,8.7
811,6846.7,5672.8,267,103,39.7,"KIF5A(20), HSPA8(13), CAMK2N1(12), CCNI(11), MBP(10)",Oligodendrocyte,0.041,0.4439,15.4
812,6973.1,5606.3,481,132,60.1,"CAMK2N1(34), KIF5A(25), NEFL(21), MBP(19), NEFM(19)",Oligodendrocyte,0.05,0.4295,19.9
813,6995.3,5806.1,2752,224,144.0,"KIF5A(181), CAMK2N1(164), NEFL(116), NEFM(102), CCNI(93)",Oligodendrocyte,0.037,0.4282,21.9
814,6939.6,6026.0,63,43,14.1,"CCNI(4), KIF5A(4), A2M(3), CAMK2N1(3), HLA-E(2)",Oligodendrocyte,0.032,0.4521,12.2
815,6968.6,6075.1,154,75,19.0,"KIF5A(13), CAMK2N1(9), MBP(8), CCNI(7), NEFL(7)",Oligodendrocyte,0.052,0.4378,18.1
816,6860.6,2131.3,99,46,20.4,"ENC1(9), CAMK2N1(8), KIF5A(7), MTURN(6), NORAD(6)",Glutamatergic,0.02,0.4253,11.6
817,6904.9,2232.9,447,122,34.8,"CAMK2N1(51), YWHAH(21), ENC1(19), KIF5A(19), HSPA8(16)",Glutamatergic,0.013,0.4301,10.1
818,6869.0,2449.4,80,56,17.9,"CAMK2N1(5), LMO4(5), A2M(3), CABP1(3), ENC1(3)",Endothelial,0.037,0.4544,18.6
819,6956.2,2415.0,2139,203,129.7,"CAMK2N1(196), ENC1(100), KIF5A(90), HSPA8(86), NORAD(76)",GABAergic,0.01,0.4297,20.2
820,7045.8,2620.1,798,162,68.5,"CAMK2N1(88), KIF5A(49), NORAD(37), HSPA8(23), ENC1(20)",Astrocyte,0.01,0.43,2.0
821,7077.6,2911.7,313,118,38.7,"NORAD(18), CAMK2N1(17), CCNI(16), KIF5A(11), NEFL(11)",Oligodendrocyte,0.026,0.4392,33.8
822,7253.2,2964.5,54,37,12.6,"CAMK2N1(6), ENC1(5), KIF1A(3), DKK3(2), FGFR3(2)",Glutamatergic,0.037,0.4413,23.0
823,7020.0,3071.9,133,83,22.6,"A2M(6), CAMK2N1(6), CCNI(6), ENC1(6), KIF5A(5)",GABAergic,0.015,0.4609,10.7
824,7189.8,3164.8,478,132,53.3,"CAMK2N1(35), KIF5A(30), NORAD(24), CCNI(21), ENC1(18)",Oligodendrocyte,0.017,0.4249,25.8
825,7121.7,3065.7,333,103,33.7,"CAMK2N1(30), KIF5A(19), LMO4(13), MTURN(13), ENC1(12)",Oligodendrocyte,0.027,0.4323,4.2
826,7207.7,3375.4,574,133,49.7,"CAMK2N1(36), KIF5A(33), NEFL(30), ENC1(25), NORAD(24)",Oligodendrocyte,0.026,0.4316,32.9
827,7058.1,3256.0,167,76,24.8,"CAMK2N1(13), KIF5A(13), MBP(9), NEFM(9), CCNI(6)",Oligodendrocyte,0.06,0.4236,21.2
828,7147.4,3302.9,642,155,44.5,"CAMK2N1(76), KIF5A(36), CCNI(32), NEFL(20), NORAD(20)",Oligodendrocyte,0.026,0.4293,35.4
829,7155.9,3228.9,837,170,66.1,"CAMK2N1(66), KIF5A(45), NEFL(36), NORAD(31), HSPA8(28)",Astrocyte,0.013,0.4339,6.5
830,7070.9,3701.3,2929,227,156.9,"CAMK2N1(235), KIF5A(210), NEFL(136), CCNI(108), NEFM(91)",Oligodendrocyte,0.028,0.4249,4.4
831,7155.0,3552.2,735,143,54.7,"KIF5A(49), ENC1(41), CAMK2N1(38), LMO4(30), HSPA8(28)",Oligodendrocyte,0.012,0.4297,13.0
832,7211.9,3599.4,412,115,53.3,"CAMK2N1(43), CCNI(19), KIF5A(19), NEFL(19), LMO4(12)",Oligodendrocyte,0.015,0.436,15.4
833,7241.2,3503.7,98,60,17.1,"CAMK2N1(14), KIF5A(7), CCNI(4), NEFL(4), IRS2(3)",Oligodendrocyte,0.02,0.4346,13.2
834,7168.7,3650.6,959,178,70.9,"CAMK2N1(78), KIF5A(73), NEFL(37), NEFM(35), ENC1(33)",Oligodendrocyte,0.022,0.4266,23.4
835,7106.8,3945.8,1642,203,100.6,"KIF5A(133), CAMK2N1(123), CCNI(68), NEFL(64), NORAD(58)",Oligodendrocyte,0.034,0.4275,17.7
836,7126.6,4268.0,1470,189,67.8,"KIF5A(105), CAMK2N1(100), NEFL(75), CCNI(57), NORAD(45)",Oligodendrocyte,0.035,0.4258,17.5
837,7062.6,4290.0,142,67,17.7,"CAMK2N1(8), CCNI(7), KIF5A(7), MTURN(7), NEFL(7)",Oligodendrocyte,0.056,0.4355,13.4
838,7187.9,4284.2,125,67,20.4,"CAMK2N1(10), CCNI(8), KIF5A(8), MBP(8), APOLD1(4)",Oligodendrocyte,0.072,0.4437,18.0
839,7085.6,4359.1,2664,208,127.5,"KIF5A(159), CAMK2N1(156), HSPA8(108), CCNI(99), NEFM(94)",Oligodendrocyte,0.017,0.4297,27.3
840,7086.6,4490.9,674,138,49.2,"NEFL(35), CAMK2N1(33), YWHAH(27), KIF5A(26), HSPA8(25)",Oligodendrocyte,0.028,0.4371,13.9
841,7176.3,4595.3,167,77,27.7,"KIF5A(18), CAMK2N1(14), NEFL(11), CCNI(5), KIF1A(5)",Oligodendrocyte,0.03,0.441,12.5
842,7189.6,4514.6,675,152,65.8,"CAMK2N1(53), KIF5A(51), CCNI(33), NEFL(33), MTURN(25)",Oligodendrocyte,0.03,0.4281,5.4
843,7064.1,4843.9,128,63,23.4,"CCNI(11), KIF5A(8), MBP(8), NORAD(7), A2M(5)",Oligodendrocyte,0.062,0.4407,21.0
844,7056.3,4789.5,144,70,22.2,"KIF5A(11), MBP(8), NEFL(8), A2M(6), NORAD(6)",Oligodendrocyte,0.056,0.4342,13.0
845,7108.0,4889.6,79,49,13.0,"KIF5A(6), CAMK2N1(5), NEFL(5), MBP(4), NORAD(4)",Oligodendrocyte,0.051,0.4335,19.7
846,7164.9,4779.0,37,24,10.5,"A2M(6), CCNI(4), ABCG2(2), EPAS1(2), SLC39A8(2)",Endothelial,0.027,0.4902,14.1
847,7210.3,4803.0,3366,230,155.1,"CAMK2N1(249), KIF5A(206), NEFL(155), CCNI(125), NORAD(119)",Oligodendrocyte,0.023,0.427,32.2
848,7145.6,5072.1,526,145,32.5,"KIF5A(35), CAMK2N1(21), HSPA8(21), NEFL(21), YWHAH(19)",Oligodendrocyte,0.019,0.4328,29.2
849,7097.6,5430.7,649,144,50.0,"KIF5A(62), CAMK2N1(36), NEFL(34), MBP(28), CCNI(24)",Oligodendrocyte,0.054,0.4356,17.1
850,7077.4,5239.9,1407,194,102.8,"KIF5A(93), CAMK2N1(85), NEFL(68), CCNI(59), NORAD(50)",Oligodendrocyte,0.033,0.4342,20.4
851,7239.7,5343.5,1175,178,88.1,"KIF5A(78), CAMK2N1(72), NEFL(49), CCNI(48), HSPA8(42)",Oligodendrocyte,0.026,0.4283,10.8
852,7031.1,5339.6,197,84,27.6,"CCNI(13), HSPA8(13), KIF5A(12), MTURN(9), ENC1(8)",Astrocyte,0.015,0.4252,27.5
853,7156.0,5624.2,2616,219,91.3,"KIF5A(141), CAMK2N1(136), NEFM(109), HSPA8(107), CCNI(105)",Oligodendrocyte,0.024,0.4318,21.4
854,7235.0,5756.8,957,173,55.1,"KIF5A(69), CAMK2N1(67), ENC1(42), NEFL(39), HSPA8(35)",Oligodendrocyte,0.025,0.431,21.2
855,7114.4,6039.2,872,139,31.9,"NEFM(48), HSPA8(42), KIF5A(39), ENC1(34), NEFL(29)",Oligodendrocyte,0.005,0.435,22.9
856,7087.5,6250.6,1486,206,76.8,"CAMK2N1(86), KIF5A(81), CCNI(52), HSPA8(50), MBP(45)",Oligodendrocyte,0.036,0.4343,8.1
857,7069.6,6137.4,1401,192,90.9,"KIF5A(102), CAMK2N1(100), NEFL(61), CCNI(54), HSPA8(45)",Oligodendrocyte,0.034,0.4267,18.0
